Sr. No.,Symbol,Company Name,"Market capitalization as on March 28, 2024(In lakhs)"
2242,DCMFINSERV,DCM Financial Services Limited,882.75
2243,PREMIER,Premier Limited,880.80
2244,CREATIVEYE,Creative Eye Limited,852.48
2245,AHIMSA,Ahimsa Industries Limited,848.47
2246,ABNINT,A B N Intercorp Limited,839.06
2247,ALPSINDUS,Alps Industries Limited,743.17
2248,MELSTAR,Melstar Information Technologies Limited,671.31
2249,JALAN,Jalan Transolutions (India) Limited,639.64
2250,SABEVENTS,Sab Events & Governance Now Media Limited,529.43
2251,SANCO,Sanco Industries Limited,523.28
2252,BHALCHANDR,Bhalchandram Clothing Limited,476.00
2253,LAKPRE,Lakshmi Precision Screws Limited,448.61
2254,VASA,Vasa Retail and Overseas Ltd,338.58
2255,CMMIPL,CMM Infraprojects Limited,250.77
2256,ABHISHEK,Abhishek Corporation Limited,"*Not available for trading as on March 28, 2024"
2257,AHLWEST,Asian Hotels (West) Limited,"*Not available for trading as on March 28, 2024"
2258,AIFL,Ashapura Intimates Fashion Limited,"*Not available for trading as on March 28, 2024"
2259,AJRINFRA,AJR INFRA AND TOLLING LIMITED,"*Not available for trading as on March 28, 2024"
2260,ALCHEM,Alchemist Limited,"*Not available for trading as on March 28, 2024"
2261,AMJUMBO,A and M Jumbo Bags Limited,"*Not available for trading as on March 28, 2024"
2262,ANSALAPI,Ansal Properties & Infrastructure Limited,"*Not available for trading as on March 28, 2024"
2263,ARCOTECH,Arcotech Limited,"*Not available for trading as on March 28, 2024"
2264,ARTEDZ,Artedz Fabs Limited,"*Not available for trading as on March 28, 2024"
2265,ASIL,Amit Spinning Industries Limited,"*Not available for trading as on March 28, 2024"
2266,ATCOM,Atcom Technologies Limited,"*Not available for trading as on March 28, 2024"
2267,ATLASCYCLE,Atlas Cycles (Haryana) Limited,"*Not available for trading as on March 28, 2024"
2268,ATNINTER,ATN International Limited,"*Not available for trading as on March 28, 2024"
2269,BALLARPUR,Ballarpur Industries Limited,"*Not available for trading as on March 28, 2024"
2270,BANSAL,Bansal Multiflex Limited,"*Not available for trading as on March 28, 2024"
2271,BGLOBAL,Bharatiya Global Infomedia Limited,"*Not available for trading as on March 28, 2024"
2272,BHARATIDIL,Bharati Defence and Infrastructure Limited,"*Not available for trading as on March 28, 2024"
2273,BILENERGY,Bil Energy Systems Limited,"*Not available for trading as on March 28, 2024"
2274,BIRLATYRE,Birla Tyres Limited,"*Not available for trading as on March 28, 2024"
2275,BLUEBLENDS,Blue Blends (I) Limited,"*Not available for trading as on March 28, 2024"
2276,BLUECOAST,Blue Coast Hotels Limited,"*Not available for trading as on March 28, 2024"
2277,BRFL,Bombay Rayon Fashions Limited,"*Not available for trading as on March 28, 2024"
2278,CANDC,C & C Constructions Limited,"*Not available for trading as on March 28, 2024"
2279,CCCL,Consolidated Construction Consortium Limited,"*Not available for trading as on March 28, 2024"
2280,CELESTIAL,Celestial Biolabs Limited,"*Not available for trading as on March 28, 2024"
2281,CKFSL,Cox & Kings Financial Service Limited,"*Not available for trading as on March 28, 2024"
2282,CMICABLES,CMI Limited,"*Not available for trading as on March 28, 2024"
2283,CURATECH,Cura Technologies Limited,"*Not available for trading as on March 28, 2024"
2284,DHARSUGAR,Dharani Sugars & Chemicals Limited,"*Not available for trading as on March 28, 2024"
2285,DQE,DQ Entertainment (International) Limited,"*Not available for trading as on March 28, 2024"
2286,DSKULKARNI,DS Kulkarni Developers Limited,"*Not available for trading as on March 28, 2024"
2287,EASTSILK,Eastern Silk Industries Limited,"*Not available for trading as on March 28, 2024"
2288,EASTSUGIND,Eastern Sug & Inds Limited,"*Not available for trading as on March 28, 2024"
2289,EASUNREYRL,Easun Reyrolle Limited,"*Not available for trading as on March 28, 2024"
2290,EON,Eon Electric Limited,"*Not available for trading as on March 28, 2024"
2291,EUROCERA,Euro Ceramics Limited,"*Not available for trading as on March 28, 2024"
2292,EUROMULTI,Euro Multivision Limited,"*Not available for trading as on March 28, 2024"
2293,FEDDERELEC,Fedders Electric and Engineering Limited,"*Not available for trading as on March 28, 2024"
2294,FIVECORE,Five Core Electronics Limited,"*Not available for trading as on March 28, 2024"
2295,GAMMONIND,Gammon India Limited,"*Not available for trading as on March 28, 2024"
2296,GANGOTRI,Gangotri Textiles Limited,"*Not available for trading as on March 28, 2024"
2297,GAYAHWS,Gayatri Highways Limited,"*Not available for trading as on March 28, 2024"
2298,GAYAPROJ,Gayatri Projects Limited,"*Not available for trading as on March 28, 2024"
2299,GBGLOBAL,GB Global Limited,"*Not available for trading as on March 28, 2024"
2300,GFSTEELS,Grand Foundry Limited,"*Not available for trading as on March 28, 2024"
2301,GITANJALI,Gitanjali Gems Limited,"*Not available for trading as on March 28, 2024"
2302,HDIL,Housing Development and Infrastructure Limited,"*Not available for trading as on March 28, 2024"
2303,HINDNATGLS,Hindusthan National Glass & Industries Limited,"*Not available for trading as on March 28, 2024"
2304,ICSA,ICSA (India) Limited,"*Not available for trading as on March 28, 2024"
2305,INDLMETER,IMP Powers Limited,"*Not available for trading as on March 28, 2024"
2306,INDOSOLAR,Indosolar Limited,"*Not available for trading as on March 28, 2024"
2307,INDUSFILA,Indus Fila Limited,"*Not available for trading as on March 28, 2024"
2308,INFOMEDIA,Infomedia Press Limited,"*Not available for trading as on March 28, 2024"
2309,INSPIRISYS,Inspirisys Solutions Limited,"*Not available for trading as on March 28, 2024"
2310,IVRCLINFRA,IVRCL Limited,"*Not available for trading as on March 28, 2024"
2311,JAINSTUDIO,Jain Studios Limited,"*Not available for trading as on March 28, 2024"
2312,JBFIND,JBF Industries Limited,"*Not available for trading as on March 28, 2024"
2313,JIKIND,JIK Industries Limited,"*Not available for trading as on March 28, 2024"
2314,JINDCOT,Jindal Cotex Limited,"*Not available for trading as on March 28, 2024"
2315,JPINFRATEC,Jaypee Infratech Limited,"*Not available for trading as on March 28, 2024"
2316,KGL,Karuturi Global Limited,"*Not available for trading as on March 28, 2024"
2317,KSERASERA,KSS Limited,"*Not available for trading as on March 28, 2024"
2318,KSK,KSK Energy Ventures Limited,"*Not available for trading as on March 28, 2024"
2319,LAKSHMIEFL,Lakshmi Energy and Foods Limited,"*Not available for trading as on March 28, 2024"
2320,LEEL,LEEL Electricals Limited,"*Not available for trading as on March 28, 2024"
2321,MANPASAND,Manpasand Beverages Limited,"*Not available for trading as on March 28, 2024"
2322,MCDHOLDING,McDowell Holdings Limited,"*Not available for trading as on March 28, 2024"
2323,MERCATOR,Mercator Limited,"*Not available for trading as on March 28, 2024"
2324,METKORE,Metkore Alloys & Industries Limited,"*Not available for trading as on March 28, 2024"
2325,MVL,MVL Limited,"*Not available for trading as on March 28, 2024"
2326,NAKODA,Nakoda Limited,"*Not available for trading as on March 28, 2024"
2327,NITINFIRE,Nitin Fire Protection Industries Limited,"*Not available for trading as on March 28, 2024"
2328,NUTEK,Nu Tek India Limited,"*Not available for trading as on March 28, 2024"
2329,OPAL,Opal Luxury Time Products Limited,"*Not available for trading as on March 28, 2024"
2330,OPTOCIRCUI,Opto Circuits (India) Limited,"*Not available for trading as on March 28, 2024"
2331,ORTEL,Ortel Communications Limited,"*Not available for trading as on March 28, 2024"
2332,PDPL,Parenteral Drugs (India) Limited,"*Not available for trading as on March 28, 2024"
2333,PENTAGOLD,Penta Gold Limited,"*Not available for trading as on March 28, 2024"
2334,PINCON,Pincon Spirit Limited,"*Not available for trading as on March 28, 2024"
2335,PRATIBHA,Pratibha Industries Limited,"*Not available for trading as on March 28, 2024"
2336,PUNJLLOYD,Punj Lloyd Limited,"*Not available for trading as on March 28, 2024"
2337,QUINTEGRA,Quintegra Solutions Limited,"*Not available for trading as on March 28, 2024"
2338,RADAAN,Radaan Mediaworks India Limited,"*Not available for trading as on March 28, 2024"
2339,RAINBOWPAP,Rainbow Papers Limited,"*Not available for trading as on March 28, 2024"
2340,RAJVIR,Rajvir Industries Limited,"*Not available for trading as on March 28, 2024"
2341,RCOM,Reliance Communications Limited,"*Not available for trading as on March 28, 2024"
2342,RELCAPITAL,Reliance Capital Limited,"*Not available for trading as on March 28, 2024"
2343,RMCL,Radha Madhav Corporation Limited,"*Not available for trading as on March 28, 2024"
2344,RMMIL,Resurgere Mines & Minerals Limited,"*Not available for trading as on March 28, 2024"
2345,RNAVAL,Reliance Naval and Engineering Limited,"*Not available for trading as on March 28, 2024"
2346,ROLTA,Rolta India Limited,"*Not available for trading as on March 28, 2024"
2347,RUSHABEAR,Rushabh Precision Bearings Limited,"*Not available for trading as on March 28, 2024"
2348,SABTN,Sri Adhikari Brothers Television Network Limited,"*Not available for trading as on March 28, 2024"
2349,SANWARIA,Sanwaria Consumer Limited,"*Not available for trading as on March 28, 2024"
2350,SATHAISPAT,Sathavahana Ispat Limited,"*Not available for trading as on March 28, 2024"
2351,SBIHOMEFIN,SBI Home Finance Limited,"*Not available for trading as on March 28, 2024"
2352,SETUINFRA,Setubandhan Infrastructure Limited,"*Not available for trading as on March 28, 2024"
2353,SHIRPUR-G,Shirpur Gold Refinery Limited,"*Not available for trading as on March 28, 2024"
2354,SIIL,Supreme (India) Impex Limited,"*Not available for trading as on March 28, 2024"
2355,SKIL,SKIL Infrastructure Limited,"*Not available for trading as on March 28, 2024"
2356,SKSTEXTILE,SKS Textiles Limited,"*Not available for trading as on March 28, 2024"
2357,SONISOYA,Soni Soya Products Limited,"*Not available for trading as on March 28, 2024"
2358,SPENTEX,Spentex Industries Limited,"*Not available for trading as on March 28, 2024"
2359,SRIRAM,Shri Ram Switchgears Limited,"*Not available for trading as on March 28, 2024"
2360,SSINFRA,S S  Infrastructure Development Consultants Limited,"*Not available for trading as on March 28, 2024"
2361,SUPREMEENG,Supreme Engineering Limited,"*Not available for trading as on March 28, 2024"
2362,TALWALKARS,Talwalkars Better Value Fitness Limited,"*Not available for trading as on March 28, 2024"
2363,TALWGYM,Talwalkars Healthclubs Limited,"*Not available for trading as on March 28, 2024"
2364,TANTIACONS,Tantia Constructions Limited,"*Not available for trading as on March 28, 2024"
2365,TCIFINANCE,TCI Finance Limited,"*Not available for trading as on March 28, 2024"
2366,TECHNOFAB,Technofab Engineering Limited,"*Not available for trading as on March 28, 2024"
2367,TULSI,Tulsi Extrusions Limited,"*Not available for trading as on March 28, 2024"
2368,UJAAS,Ujaas Energy Limited,"*Not available for trading as on March 28, 2024"
2369,UNIPLY,Uniply Industries Limited,"*Not available for trading as on March 28, 2024"
2370,UNITY,Unity Infraprojects Limited,"*Not available for trading as on March 28, 2024"
2371,UNIVAFOODS,Univa Foods Limited,"*Not available for trading as on March 28, 2024"
2372,VALECHAENG,Valecha Engineering Limited,"*Not available for trading as on March 28, 2024"
2373,VALUEIND,Value Industries Limited,"*Not available for trading as on March 28, 2024"
2374,VICEROY,Viceroy Hotels Limited,"*Not available for trading as on March 28, 2024"
2375,VIDEOIND,Videocon Industries Limited,"*Not available for trading as on March 28, 2024"
2376,VISASTEEL,Visa Steel Limited,"*Not available for trading as on March 28, 2024"
2377,VISUINTL,Visu International Limited,"*Not available for trading as on March 28, 2024"
2378,VIVIMEDLAB,Vivimed Labs Limited,"*Not available for trading as on March 28, 2024"
2379,ZICOM,Zicom Electronic Security Systems Limited,"*Not available for trading as on March 28, 2024"
